,Complaint Number,Complaint Location Address,Complaint Location City,Complaint Location Zip Code,Vehicle or Stationary,Air Complaint Source Info,Date and Time of Occurrence
1733,COMP‐07939,nan,Los Gatos,95033,nan,nan,4/3/2016 10:00
1734,COMP‐07084,nan,BAKERSFIELD,nan,nan,nan,12/7/2015 0:00
1735,COMP‐06585,"Robert Semple Elementary School 2015 East 3rd Street,",Benicia,94510,nan,nan,9/17/2015 18:00
1736,COMP‐06595,nan,MARTINEZ,94553,nan,nan,9/19/2015 0:00
1737,COMP‐06631,nan,SACRAMENTO,95834,nan,nan,9/23/2015 0:00
1738,COMP‐06599,nan,nan,92307,nan,nan,9/6/2015 0:00
1739,COMP‐07145,nan,OAKLAND,94601,nan,nan,12/18/2015 10:00
1740,COMP‐06607,Riverside Drive & Baker Street 2 ponds on Baker Street,LAKE ELSINORE,nan,nan,nan,9/21/2015 0:00
1741,COMP‐06617,Long Marine Lab. UCSC 100 Shaffer Road,SANTA CRUZ,95060,nan,nan,9/22/2015 0:00
1742,COMP‐06626,nan,LOS ANGELES,90021,nan,nan,12/15/2014 9:00
1743,COMP‐06675,nan,IMPERIAL BCH,91932‐2911,nan,nan,4/5/2013 0:00
1744,COMP‐06860,nan,ORANGEVALE,nan,nan,nan,10/28/2015 10:00
1745,COMP‐06684,nan,La Puente,91744,nan,nan,9/29/2015 13:30
1746,COMP‐06685,nan,Los Angeles,91342,nan,nan,10/28/2014 23:00
1747,COMP‐06689,nan,N HIGHLANDS,95660,nan,nan,10/1/2015 0:00
1748,COMP‐06690,nan,SAN RAFAEL,nan,nan,nan,11/16/2009 0:00
1749,COMP‐06699,nan,Burbank,nan,nan,nan,10/4/2015 0:00
1750,COMP‐06704,nan,SUN VALLEY,91352,nan,nan,10/4/2015 12:00
1751,COMP‐06725,4730 NATICK AVE APT 108,SHERMAN OAKS,91403,nan,nan,5/1/2014 0:00
1752,COMP‐06735,nan,LONG BEACH,nan,nan,nan,10/7/2015 20:30
1753,COMP‐06746,nan,LOS ANGELES,nan,nan,nan,10/8/2015 0:00
1754,COMP‐06752,nan,GRANADA HILLS,91344,nan,nan,10/8/2015 0:15
1755,COMP‐06757,nan,LOMPOC,93436,nan,nan,10/1/1970 0:00
1756,COMP‐06763,nan,Fresno,93711,nan,nan,10/9/2015 0:00
1757,COMP‐06786,nan,Beaumont,92223,nan,nan,9/8/2015 16:00
1758,COMP‐06778,303 Adams Street #406,OAKLAND,94610,nan,nan,10/12/2015 17:45
1759,COMP‐06808,nan,RANCHO CORDOVA,95670,nan,nan,10/14/2015 0:00
1760,COMP‐06815,nan,Oakland,94607,nan,nan,10/15/2015 0:00
1761,COMP‐06910,nan,JAMESTOWN,95327,nan,nan,11/6/2015 15:00
1762,COMP‐06848,nan,MODESTO,95351,nan,nan,10/29/2015 0:00
1763,COMP‐06854,nan,San Diego,92126,nan,nan,10/29/2015 0:00
1764,COMP‐06981,nan,REDDING,96003,nan,nan,11/18/2015 0:00
1765,COMP‐06867,nan,Berkeley,94710,nan,nan,10/30/2015 0:00
1766,COMP‐06878,nan,PIXLEY,93256,nan,nan,11/1/2015 0:00
1767,COMP‐06888,nan,Santa Monica,nan,nan,nan,11/4/2015 0:00
1768,COMP‐06889,nan,Glendora,91741,nan,nan,11/4/2015 10:00
1769,COMP‐07529,nan,POWAY,92064,nan,nan,2/25/2016 13:00
1770,COMP‐06906,nan,HERLONG,96113,nan,nan,5/6/2015 0:00
1771,COMP‐07460,nan,SIMI VALLEY,93063,nan,nan,2/15/2016 6:30
1772,COMP‐06915,nan,Palm Springs,92262,nan,nan,10/26/2015 11:00
1773,COMP‐06942,nan,San Jose,95123,nan,nan,11/11/2015 0:00
1774,COMP‐06920,1244 s Santa Anita ave 3 to 4 units,S EL MONTE,91733,nan,nan,11/9/2015 9:00
1775,COMP‐07314,nan,Richmond,94801,nan,nan,1/21/2016 15:00
1776,COMP‐06952,nan,LOS ANGELES,90003,nan,nan,11/13/2015 0:00
1777,COMP‐06967,nan,ADELANTO,92301,nan,nan,10/1/2015 0:00
1778,COMP‐06976,nan,nan,nan,nan,nan,11/16/2015 0:00
1779,COMP‐07026,nan,LANCASTER,93536,nan,nan,11/21/2015 20:00
1780,COMP‐06995,nan,EL CERRITO,94530,nan,nan,11/19/2015 0:00
1781,COMP‐07641,nan,SACRAMENTO,CA,nan,nan,3/8/2016 0:00
1782,COMP‐07008,nan,CUTLER,93615,nan,nan,11/23/2015 0:00
1783,COMP‐07419,nan,ANAHEIM,92806,nan,nan,2/1/2016 0:00
1784,COMP‐07407,nan,SAN DIEGO,92101,nan,nan,10/2/2015 9:00
1785,COMP‐07030,612 dundee Bobby Linn's neighbors house ,APPLEGATE,95703,nan,nan,11/24/2015 20:15
1786,COMP‐07039,nan,Los Angeles,91403,nan,nan,6/1/2015 0:00
1787,COMP‐07045,nan,Campbell,95008,nan,nan,11/29/2015 19:00
1788,COMP‐07064,nan,SAN DIEGO,92116,nan,nan,12/2/2015 0:00
1789,COMP‐07069,nan,VERNON,90058,nan,nan,12/3/2015 4:30
1790,COMP‐07072,OPG Several Addresses,LOS ANGELES,nan,nan,nan,12/3/2015 0:00
1791,COMP‐07073,nan,RICHMOND,94804‐2226,nan,nan,12/4/2015 1:15
1792,COMP‐07134,nan,SANTA CLARA,95054,nan,nan,12/16/2015 0:00
1793,COMP‐07080,nan,PORTER RANCH,91326,nan,nan,10/23/2015 0:00
1794,COMP‐07085,nan,MURRIETA,92562,nan,nan,12/8/2015 0:00
1795,COMP‐07199,nan,ENCINO,91316,nan,nan,1/1/2016 0:00
1796,COMP‐07101,nan,Los Angeles,90004,nan,nan,12/10/2015 0:00
1797,COMP‐07106,nan,Bellflower,90706,nan,nan,12/12/2015 10:45
1798,COMP‐07112,Aliso Canyon Storage Facility Tampa & Sessnon,Los Angeles,91326,nan,nan,10/24/2015 0:00
1799,COMP‐07124,nan,Fontana,92336,nan,nan,12/11/2015 0:00
1800,COMP‐07813,nan,MOUNTAIN VIEW,94040,nan,nan,3/30/2016 0:00
1801,COMP‐07141,475 Redwood St #303,SAN DIEGO,92103,nan,nan,12/16/2015 11:45
1802,COMP‐07159,nan,Sacramento,95817,nan,nan,5/2/2015 0:00
1803,COMP‐07167,nan,SANGER,nan,nan,nan,12/23/2015 10:00
1804,COMP‐07525,nan,LAYTONVILLE,nan,nan,nan,2/24/2016 0:00
1805,COMP‐07204,nan,City of Industry,91746,nan,nan,1/4/2016 0:00
1806,COMP‐07334,nan,SAN FRANCISCO,nan,nan,nan,10/24/2015 10:00
1807,COMP‐07335,nan,PORTER RANCH,91326,nan,nan,10/23/2015 0:00
1808,COMP‐07256,nan,RIVERSIDE,92507,nan,nan,1/13/2016 0:00
1809,COMP‐07486,2051 Cabot Pl. Unit J,OXNARD,93030,nan,nan,12/15/2015 12:00
1810,COMP‐07301,nan,Temecula,92590,nan,nan,1/20/2016 0:00
1811,COMP‐07304,nan,Los Angeles,91335,nan,nan,1/20/2016 0:00
1812,COMP‐07730,nan,San Luis Obispo,93401,nan,nan,3/23/2016 0:00
1813,COMP‐07723,nan,Los Angeles,91405,nan,nan,3/22/2016 0:00
1814,COMP‐07546,nan,San Diego,nan,nan,nan,2/27/2016 0:00
1815,COMP‐07388,nan,South Lake Tahoe,96150,nan,nan,2/2/2016 18:00
1816,COMP‐07393,Aliso Canyon Natural Gas Leak Porter Ranch ,Los Angeles,91326,nan,nan,2/3/2016 0:45
1817,COMP‐07511,nan,PLACERVILLE,95667,nan,nan,2/20/2016 15:30
1818,COMP‐07512,nan,LOS ANGELES,nan,nan,nan,2/22/2016 0:00
1819,COMP‐07423,nan,CITY OF COMMERCE,90022,nan,nan,2/9/2016 9:00
1820,COMP‐07438,nan,NEWCASTLE,95658,nan,nan,2/11/2016 0:00
1821,COMP‐07445,nan,Berkeley,94710,nan,nan,2/12/2016 0:00
1822,COMP‐07848,nan,Los Angeles,nan,nan,nan,3/24/2016 20:15
1823,COMP‐07849,nan,Fresno,93720,nan,nan,4/4/2016 0:00
1824,COMP‐07471,nan,TARZANA,91335,nan,nan,2/16/2016 0:00
1825,COMP‐07476,nan,FREMONT,nan,nan,nan,2/16/2016 0:00
1826,COMP‐07517,nan,LOCKEFORD,95237,nan,nan,2/22/2016 20:30
1827,COMP‐07500,nan,EUREKA,95503,nan,nan,nan
1828,COMP‐07580,nan,Emeryville,94608,nan,nan,3/2/2016 0:00
1829,COMP‐07736,nan,PACIFICA,94044,nan,nan,9/1/2015 0:00
1830,COMP‐07533,Aliso Canyon Natural Gas Leak Porter Ranch ,LOS ANGELES,nan,nan,nan,2/3/2016 0:45
1831,COMP‐07534,nan,LOS ANGELES,90065,nan,nan,2/25/2016 0:00
1832,COMP‐07577,nan,LOS ANGELES,90005,nan,nan,11/14/2015 0:00
1833,COMP‐07590,nan,IMPERIAL BEACH,91932,nan,nan,3/3/2016 0:00
1834,COMP‐07599,nan,KING CITY,93930,nan,nan,3/4/2016 10:00
1835,COMP‐07611,nan,nan,nan,nan,nan,3/6/2016 0:00
1836,COMP‐07637,nan,SACRAMENTO,95814,nan,nan,3/8/2016 0:00
1837,COMP‐07614,nan,RIVERSIDE,92507,nan,nan,3/6/2016 0:00
1838,COMP‐07618,nan,FRESNO,93725,nan,nan,3/7/2016 0:00
1839,COMP‐07661,nan,Chula Vista,nan,nan,nan,3/12/2016 16:45
1840,COMP‐07672,nan,CAMARILLO,92102,nan,nan,3/14/2016 0:00
1841,COMP‐07677,nan,Big Sur,93920,nan,nan,3/15/2016 0:00
1842,COMP‐07694,nan,AUBURN,95602,nan,nan,3/16/2016 0:00
1843,COMP‐07699,nan,San Bernardino,92407,nan,nan,3/17/2016 0:00
1844,COMP‐07708,nan,Riverside,92509,nan,nan,3/21/2013 0:00
1845,COMP‐07805,nan,National City,91950,nan,nan,3/30/2016 0:00
1846,COMP‐07790,nan,nan,96967,nan,nan,3/28/2016 0:00
1847,COMP‐07791,nan,LONG BEACH,nan,nan,nan,3/28/2016 0:00
1848,COMP‐07795,nan,Chula Vista,nan,nan,nan,3/28/2016 0:00
1849,COMP‐07796,nan,Palmdale,nan,nan,nan,3/28/2016 0:00
1850,COMP‐07827,nan,COACHELLA,92236,nan,nan,3/31/2016 0:00
1851,COMP‐07860,nan,Los Angeles,91403,nan,nan,4/5/2016 0:00
1852,COMP‐07868,nan,RIVERSIDE,92501,nan,nan,4/6/2016 0:00
1853,COMP‐07869,nan,SAN FRANCISCO,nan,nan,nan,4/6/2016 0:00
1854,COMP‐07872,nan,Lancaster,93535,nan,nan,3/31/2016 0:00
1855,COMP‐07878,Rossmoor Walnut Creek 1001 Golden Gate Road,Walnut Creek,94596,nan,nan,4/6/2016 0:00
1856,COMP‐07937,nan,Los Angeles,90066,nan,nan,4/14/2016 8:00
1857,COMP‐07940,nan,Yreka,96097,nan,nan,4/14/2016 8:15
1858,COMP‐07946,nan,Yreka,96097,nan,nan,4/14/2016 8:15
1859,COMP‐07947,nan,Yreka,96097,nan,nan,4/14/2016 8:15
1860,COMP‐11310,1970 Vichy Springs Road,Ukiah,95482,Stationary Source,Dust,nan
1861,COMP‐11326,2445 Shoreline Dr,Alameda,94501,nan,nan,10/12/2016 17:00
1862,COMP‐11329,12129 Maryvine St,El Monte,91732,Stationary Source,Other Stationary Sources,nan
1863,COMP‐11332,manor st,Bakersfield,93308,Stationary Source,Odors,nan
1864,COMP‐11337,2682 Middlefield Rd,Redwood City,94063,Vehicle,Off Road Equipment,11/14/2016 4:00
1865,COMP‐11346,15523 California Ave,Paramount,90723,Stationary Source,Dust,nan
1866,COMP‐11352,2154 250th St,Lomita,90717,nan,nan,8/31/2016 17:00
1867,COMP‐11365,"1025 19th Street, 1A ",Sacramento,95811,Stationary Source,Odors,7/1/2013 16:00
1868,COMP‐11367,220 Rankin St ,San Francisco,94124,Stationary Source,Dust,11/16/2016 4:00
1869,COMP‐11384,3232 Annrae St ,San Diego,92123,Stationary Source,Other Stationary Sources,6/25/2014 9:31
1870,COMP‐11392,14350 Sylvan St. ,Los Angeles,91401,Stationary Source,Odors,nan
1871,COMP‐11416,3966 Rush Lane,Fairfield,94533,Stationary Source,Other Stationary Sources,nan
1872,COMP‐11432,2275 N. Victoria Rd.,Palm Springs,92262,Stationary Source,Dust,11/29/2016 16:00
1873,COMP‐11443,4200 LAKEWOOD BLVD,Long Beach,90808,nan,nan,11/15/2016 4:30
1874,COMP‐11446,56370 Olive St,Thermal,92274,Stationary Source,Odors,11/28/2016 16:00
1875,COMP‐11449,188 E Bonita Ave,Pomona,91767,Vehicle,Cars,11/30/2016 7:00
1876,COMP‐11457,Kern River Parkway Bike Trail,Bakersfield,93309,Stationary Source,Other Stationary Sources,nan
1877,COMP‐11476,5260 W 104th St,Los Angeles,90045,nan,nan,12/4/2016 16:00
1878,COMP‐11482,4886 N Kittyhawk Ave,Sanger,93657,Stationary Source,Smoke,12/6/2016 16:00
1879,COMP‐11488,317 Linwood Ave,Monrovia,91016,nan,nan,nan
1880,COMP‐11491,5260 W 104th St,Los Angeles,90045,Vehicle,nan,12/5/2016 16:00
1881,COMP‐11496,11003 Rio Hondo Dr,Downey,90241,Stationary Source,Painting,nan
1882,COMP‐11502,Unites States of America,All,95926,nan,nan,12/7/2016 16:00
1883,COMP‐11510,5655 Christine Dr,Eureka,95503,Stationary Source,Odors,nan
1884,COMP‐11512,12237 Prairie Ave,Hawthorne,90250,Stationary Source,Painting,nan
1885,COMP‐11516,5135 Pearson Rd Ohio 45433,Wright Patterson,45433,Stationary Source,Other Stationary Sources,12/9/2016 16:00
1886,COMP‐11533,330 W 58th St,Los Angeles,90037,Stationary Source,nan,nan
1887,COMP‐11535,5215 Torrance Blvd,Torrance,90503,Stationary Source,Odors,12/12/2016 16:00
1888,COMP‐11575,1310 Solano St,Corning,96021,nan,nan,12/19/2016 16:00
1889,COMP‐11583,"5711 Sepulveda Blvd,",Los Angeles,91411,Vehicle,Off Road Equipment,12/21/2016 5:00
1890,COMP‐11634,1175 N Del Rio Pl,Ontario,91764,nan,nan,nan
1891,COMP‐11641,13200 Main St,Searles Valley,93562,Stationary Source,Dust,nan
1892,COMP‐11684,1643 east Gridley rd,Oroville,95965,Vehicle,nan,12/22/2016 23:00
1893,COMP‐11691,HWY 395 and Dewey St.,Big Pine,93513,nan,nan,12/29/2016 13:00
1894,COMP‐11693,nan,Huntington Beach,92648,Stationary Source,Painting,12/29/2016 16:00
1895,COMP‐11708,nan,Rancho Santa Margarita,92688,Stationary Source,Painting,nan
1896,COMP‐11742,nan,San Jose,95118,Vehicle,Trucks,nan
1897,COMP‐11756,nan,Cupertino,nan,Vehicle,Trucks,1/6/2017 0:00
1898,COMP‐11758,nan,Castro Valley,94546,Vehicle,Cars,nan
1899,COMP‐11832,nan,Los Angeles,91326,Stationary Source,Odors,10/22/2015 17:00
1900,COMP‐11838,4310 Manchester Ave,Encinitas,92024,Stationary Source,Odors,9/30/2016 17:00
1901,COMP‐11874,391 College Ave,Palo Alto,94306,Stationary Source,Odors,1/17/2017 4:00
1902,COMP‐11902,2005 W Washington Street,Stockton,95203,Stationary Source,Odors,nan
1903,COMP‐11928,1300 El Monte Ave,Sacramento,95815,Stationary Source,Odors,nan
1904,COMP‐11982,12335 Civic Center Dr,Norwalk,90650,Stationary Source,Asbestos,1/18/2017 22:00
1905,COMP‐11988,nan,nan,nan,Stationary Source,Other Stationary Sources,1/26/2017 16:00
1906,COMP‐12009,Delano MCCF,Delano,93215,nan,nan,10/5/2016 17:00
1907,COMP‐12082,2700 Chester Ave.,Bakersfield,93301,nan,nan,nan
1908,COMP‐12090,34872 Shady Lane Road,Santa Clarita,91390,Stationary Source,Odors,2/2/2017 16:00
1909,COMP‐12095,539EBSt ,Colton,92324,Stationary Source,Asbestos,nan
1910,COMP‐12109,1600 Pennsylvania ave ,Washington,20003,nan,nan,1/20/2017 4:00
1911,COMP‐12130,758 New High Street ,Los Angeles,90012,Stationary Source,Dust,nan
1912,COMP‐12134,2492 W San Bernardino Ave ,Redlands,92374,Stationary Source,Smoke,2/2/2017 16:00
1913,COMP‐12151,1231 N Spring St ,Los Angeles,90012,Stationary Source,Dust,2/6/2017 16:00
1914,COMP‐12157,6530 Camino Venturoso ,Goleta,93117,nan,nan,2/6/2017 16:00
1915,COMP‐12330,nan,Walnut Creek,94595,Stationary Source,Painting,2/8/2017 16:00
1916,COMP‐12383,nan,Paramount,90723,nan,nan,nan
1917,COMP‐12399,nan,Merced,95341,nan,nan,2/12/2017 16:00
1918,COMP‐12412,nan,Milpitas,95035,nan,nan,2/13/2017 9:50
1919,COMP‐12416,nan,Milpitas,95035,nan,nan,2/12/2017 5:00
1920,COMP‐12422,nan,Milpitas,95035,nan,nan,2/12/2017 5:00
1921,COMP‐12424,nan,Milpitas,95035,nan,nan,2/14/2017 12:54
1922,COMP‐12428,nan,"sacramento, holbrook",nan,Vehicle,Other Vehicles,2/7/2017 16:00
1923,COMP‐12430,nan,Fremont,94538,Stationary Source,Odors,nan
1924,COMP‐12470,nan,Vallejo,94589,Vehicle,Trucks,nan
1925,COMP‐12493,nan,Redlands,92373,Vehicle,Trucks,nan
1926,COMP‐12495,nan,Sacramento,95833,Stationary Source,Odors,2/15/2017 16:00
1927,COMP‐12513,nan,Sonora,95370,nan,nan,2/17/2017 16:00
1928,COMP‐12516,nan,Milpitas,95035,Stationary Source,Odors,2/18/2017 13:00
1929,COMP‐12537,nan,Fort Bragg,95437,nan,nan,11/18/2016 16:00
1930,COMP‐12541,nan,Downey,90241,Stationary Source,Dust,2/20/2017 16:00
1931,COMP‐12553,nan,Sugarloaf,92386,Stationary Source,Asbestos,nan
1932,COMP‐12559,nan,Oakland,94618,Vehicle,Other Vehicles,nan
1933,COMP‐12561,nan,Pleasant Hill,94523,Stationary Source,Other Stationary Sources,2/20/2017 16:00
1934,COMP‐12614,nan,Pearblossom,93553,nan,nan,nan
1935,COMP‐36711,nan,Sacramento,95826,Vehicle,Cars,8/31/2017 17:00
1936,COMP‐36717,nan,Chico,95973,Stationary Source,Smoke,2/20/2018 12:04
1937,COMP‐36728,11859 Wilshire Boulevard,Los Angeles,90025,Stationary Source,Other Stationary Sources,nan
1938,COMP‐36742,803 West Alondra Boulevard,Compton,90220,Stationary Source,Dust,2/22/2018 4:00
1939,COMP‐36753,13840 Roscoe Boulevard,Los Angeles,91402,Stationary Source,nan,2/26/2018 4:00
1940,COMP‐36758,525 Beamer Street,Woodland,95695,Stationary Source,Odors,2/25/2018 16:00
1941,COMP‐36763,20192 East Santiago Canyon Road,Orange,92869,Stationary Source,Smoke,2/25/2018 16:00
1942,COMP‐36768,510 East Euclid Avenue,Compton,90222,Stationary Source,Painting,2/1/2018 4:00
1943,COMP‐36789,13221 Saint Andrews Drive,Seal Beach,90740,Stationary Source,Asbestos,2/4/2018 16:00
1944,COMP‐36792,13221 Saint Andrews Drive,Seal Beach,90740,Stationary Source,Asbestos,2/4/2018 16:00
1945,COMP‐36795,10714 Poplar Avenue,Fontana,92337,Stationary Source,Odors,nan
1946,COMP‐36809,4620 Petit Avenue,Los Angeles,91436,Vehicle,Trucks,3/1/2018 16:00
1947,COMP‐36817,2705 59th Street,Sacramento,95817,Vehicle,Cars,2/25/2018 7:00
1948,COMP‐36827,4151 Falling Leaf Drive ,Los Angeles,91316,nan,nan,3/1/2018 16:00
1949,COMP‐36833,2397 Amelia Court ,Signal Hill,90755,nan,nan,nan
1950,COMP‐36835,3416 Bayonne Drive ,San Diego,92109,Vehicle,Off Road Equipment,3/2/2018 16:00
1951,COMP‐36841,nan,nan,nan,Vehicle,Trucks,3/3/2018 16:00
1952,COMP‐36845,21450 Strathern Street ,Los Angeles,91304,nan,nan,3/4/2018 16:00
1953,COMP‐36855,12036 West Street ,Garden Grove,92840,Vehicle,Cars,3/5/2018 8:20
1954,COMP‐10425,1242 10th St,Santa Monica,90401,nan,nan,nan
1955,COMP‐10430,Peralta St,Guadalupe,93434,Stationary Source,Other Stationary Sources,8/29/2016 17:00
1956,COMP‐10440,805 diablo ave,Novato,94947,Stationary Source,Other Stationary Sources,8/13/2016 8:00
1957,COMP‐10457,nan,Martinez,94553,Stationary Source,nan,nan
1958,COMP‐10469,nan,Los Angeles,91423,Stationary Source,Dust,nan
1959,COMP‐10482,nan,Newark,94560,nan,nan,9/2/2016 1:25
1960,COMP‐10486,8652‐8898 South La Cienega Boulevard,Inglewood,90301,Vehicle,Other Vehicles,2/12/2016 4:30
1961,COMP‐10502,225 East Court Avenue,Pixley,93256,Stationary Source,Odors,9/5/2016 17:00
1962,COMP‐10507,5522 Venice Blvd,Los Angeles,90019,Stationary Source,Smoke,nan
1963,COMP‐10509,6321 Citrine St,Rancho Cucamonga,91701,Stationary Source,Other Stationary Sources,9/4/2016 4:00
1964,COMP‐10516,1129 Club View Dr,Big Bear Lake,92315,nan,nan,9/7/2016 8:00
1965,COMP‐10520,1347 Poole Street,Mojave,93501,Stationary Source,Odors,6/23/2016 17:00
1966,COMP‐10522,635 Oak Ct,San Bernardino,92410,nan,nan,nan
1967,COMP‐10525,635 Oak Ct,San Bernardino,92410,nan,nan,nan
1968,COMP‐10528,461 Burgess Dr,Menlo Park,94025,nan,nan,nan
1969,COMP‐10537,39639 Old Hwy 80,Boulevard,91905,Stationary Source,Dust,nan
1970,COMP‐10544,"Jewel Valley Road, old Hwy 80",Boulevard,91905,Stationary Source,Other Stationary Sources,9/8/2016 17:00
1971,COMP‐10551,13405 Riverside Dr,Los Angeles,91423,Stationary Source,Odors,8/31/2016 3:00
1972,COMP‐10556,"250 San MAteo Road, Space 13",Half Moon Bay,94019,Stationary Source,Asbestos,9/8/2016 17:00
1973,COMP‐10564,2486 via del aquacate,Fallbrook,92028,Stationary Source,Other Stationary Sources,7/1/2016 5:00
1974,COMP‐10572,1919 Market St,Oakland,94607,nan,nan,9/11/2016 17:00
1975,COMP‐10574,6023 Climbing Rose Comm,Livermore,94551,Stationary Source,Painting,9/9/2016 2:40
1976,COMP‐10600,4205 Illinois Ave,Fair Oaks,95628,Stationary Source,nan,9/11/2016 17:00
1977,COMP‐10619,35247 Millwood Dr,Woodlake,93286,Stationary Source,nan,8/18/2016 4:30
1978,COMP‐10623,306 E Cedar Ave,Burbank,91502,Stationary Source,Dust,9/16/2016 17:00
1979,COMP‐10628,2000 North Nestor Avenue,Compton,90222,Vehicle,Off Road Equipment,9/17/2016 17:00
1980,COMP‐10635,Franlin Street,Lake Elsinore,92532,Stationary Source,Odors,nan
1981,COMP‐10649,100 Fairgrounds Dr,Petaluma,94952,Vehicle,Off Road Equipment,nan
1982,COMP‐10659,100 sd hall,Herlong,nan,Stationary Source,Other Stationary Sources,9/19/2016 17:00
1983,COMP‐10662,"15445 Valencia Ave, Fontana, CA 92335",Fontana,92335,nan,nan,nan
1984,COMP‐10666,1237 Ceres Street,Crockett,94525,Stationary Source,Asbestos,nan
1985,COMP‐10673,1600 Carlos St,Moss Beach,94038,Vehicle,Cars,nan
1986,COMP‐25932,1354 Terra Alta Drive,Milpitas,95035,Stationary Source,Odors,8/24/2017 1:00
1987,COMP‐25939,1136 Hermina Street,Milpitas,95035,nan,nan,8/25/2017 7:01
1988,COMP‐25948,Usfs 613,Pagosa Springs,81147,nan,nan,8/24/2017 17:00
1989,COMP‐25960,84 Bates Lane,Milpitas,95035,nan,nan,8/27/2017 17:00
1990,COMP‐25970,49188 Park Terrace,Fremont,94539,Stationary Source,Odors,8/26/2017 8:00
1991,COMP‐25990,14 Buckles Street,Vallejo,94590,Vehicle,Cars,8/30/2017 7:15
1992,COMP‐26000,558 Barber Lane,Milpitas,95035,Stationary Source,nan,8/30/2017 11:00
1993,COMP‐26028,6986 Lewis Road,Vacaville,95687,Stationary Source,Other Stationary Sources,8/31/2017 17:00
1994,COMP‐26033,6898 Lewis Road,Dixon,95620,Stationary Source,Other Stationary Sources,8/31/2017 17:00
1995,COMP‐26037,nan,Vacaville,95687,nan,nan,8/31/2017 17:00
1996,COMP‐26044,1601 Dixon Landing Road,Milpitas,95035,nan,nan,9/2/2017 2:12
1997,COMP‐26049,1916 Everglades Drive,Milpitas,95035,nan,nan,9/3/2017 14:00
1998,COMP‐26067,1892 Everglades Drive,Milpitas,95035,nan,nan,9/5/2017 12:45
1999,COMP‐26085,3763 East 6th Street,Los Angeles,90023,Stationary Source,Odors,9/6/2017 13:25
2000,COMP‐26100,1938 Everglades Drive,Milpitas,95035,nan,nan,9/8/2017 1:15
2001,COMP‐26117,22223 South Salmon Avenue,Long Beach,90810,nan,nan,9/8/2017 17:00
2002,COMP‐26123,nan,nan,nan,nan,nan,9/8/2017 17:00
2003,COMP‐26129,40300 Washington Street,Bermuda Dunes,92203,Stationary Source,Other Stationary Sources,nan
2004,COMP‐26133,2549 Harris Avenue,Sacramento,95838,Stationary Source,Other Stationary Sources,9/10/2017 17:00
2005,COMP‐26149,nan,nan,nan,nan,nan,9/11/2017 17:00
2006,COMP‐26154,nan,nan,nan,nan,nan,9/3/2017 17:00
2007,COMP‐26163,nan,Corning,96021,Stationary Source,Odors,9/12/2017 13:00
2008,COMP‐26168,12326 Front Street,Norwalk,90650,Stationary Source,Odors,nan
2009,COMP‐26203,3737 South Durango Avenue,Los Angeles,90034,Stationary Source,nan,9/13/2017 1:00
2010,COMP‐26214,9299 Sunset Boulevard,West Hollywood,90069,nan,nan,9/13/2017 8:00
2011,COMP‐26243,431 West 7th Street,Los Angeles,90014,Stationary Source,Odors,9/15/2016 13:00
2012,COMP‐26247,3153 West Avenue J4,Lancaster,93536,Stationary Source,Other Stationary Sources,7/11/2017 1:00
2013,COMP‐26269,987 Maplegate Ct and 3743 Gainsborough Dr,Concord,94518,Stationary Source,Other Stationary Sources,9/16/2017 17:00
2014,COMP‐26271,nan,nan,nan,Stationary Source,Other Stationary Sources,9/16/2017 17:00
2015,COMP‐26275,1124 Lexington Avenue,Manteca,95336,Stationary Source,Asbestos,2/28/2017 1:00
2016,COMP‐26939,2200 Roaring Camp Dr,Gold River,95670,Stationary Source,Smoke,9/15/2017 16:00
2017,COMP‐26946,21641 Magnolia Street,huntington beach,92646,nan,nan,9/20/2017 17:00
2018,COMP‐26954,18450 California 99,Acampo,95220,Stationary Source,Odors,nan
2019,COMP‐26957,509 3rd Street,Vallejo,94590,nan,nan,9/11/2017 17:00
2020,COMP‐26964,2829 Kiernan Avenue,Modesto,95356,Vehicle,Trucks,9/22/2017 10:24
2021,COMP‐26973,3342 West Cerritos Avenue,Los Alamitos,90720,Stationary Source,Odors,9/5/2017 5:00
2022,COMP‐28248,10572 Chestnut Street,Los Alamitos,90720,Stationary Source,Other Stationary Sources,9/25/2017 0:00
2023,COMP‐28250,1601 Dixon Landing Road ,Milpitas,95035,nan,nan,9/24/2017 13:26
2024,COMP‐29241,2327 Vista Huerta ,Newport Beach,92660,Vehicle,Other Vehicles,9/25/2017 17:00
2025,COMP‐29575,1998 Chase Avenue ,El Cajon,92020,Stationary Source,Dust,9/26/2017 5:00
2026,COMP‐31577,4952 Windermere Drive ,Newark,94560,Stationary Source,Smoke,nan
2027,COMP‐31590,lick mill / montague ,santa clara,95054,Stationary Source,Odors,10/3/2017 15:00
2028,COMP‐31603,1331 South Creekside Drive ,Chula Vista,91915,Stationary Source,Other Stationary Sources,10/5/2017 17:00
2029,COMP‐31608,5314 Topanga Canyon Boulevard ,Los Angeles,91367,Stationary Source,Other Stationary Sources,nan
2030,COMP‐39483,nan,nan,nan,nan,nan,nan
2031,COMP‐39485,1331 Edsel Drive ,Milpitas,95035,Stationary Source,Odors,7/24/2018 14:00
2032,COMP‐39487,nan,Riverside,92504,Vehicle,Cars,7/24/2018 17:00
